rank,Hospital,patient_count,total_billing,avg_billing
13831,"And Graham, Porter Reynolds",1,36116.21,36116.21
13832,"And Johnson Barnett, Ramsey",1,36114.78,36114.78
13833,"Harris Richardson Lloyd, And",1,36113.0,36113.0
13834,"And Harris Maxwell Scott,",1,36112.59,36112.59
13835,Vega-Wilkerson,1,36110.54,36110.54
13836,"And Richardson, Johnson Ellison",1,36110.38,36110.38
13837,Sons And Gallegos,1,36107.4,36107.4
13838,"And Allen Torres, Rice",1,36106.95,36106.95
13839,Green And Sons,1,36103.31,36103.31
13840,Mccoy And Sons,2,36100.53,18050.26
13841,"And Lopez Phillips, Mason",1,36100.47,36100.47
13842,Gordon-Mercer,1,36099.73,36099.73
13843,Reed-Morgan,1,36099.3,36099.3
13844,Salazar-Irwin,1,36097.46,36097.46
13845,"Mckinney, And Ryan Gonzalez",1,36096.78,36096.78
13846,"Williams, Mays And Jordan",1,36096.37,36096.37
13847,"Acosta And Tapia Evans,",1,36093.25,36093.25
13848,Brennan-Young,1,36091.58,36091.58
13849,"Sheppard Randolph Doyle, And",1,36091.52,36091.52
13850,Anthony Llc,1,36091.15,36091.15
13851,Pittman-Price,1,36089.97,36089.97
13852,Acosta Llc,1,36088.22,36088.22
13853,Baxter-Collins,1,36087.42,36087.42
13854,Harris-Taylor,1,36086.78,36086.78
13855,"Adams And Gonzales, Clark",1,36086.73,36086.73
13856,"Smith, Elliott And Blackburn",1,36086.57,36086.57
13857,"Campbell Fernandez And Castro,",1,36085.33,36085.33
13858,"And Sanders Mays Mcfarland,",1,36084.88,36084.88
13859,And Sutton Sons,1,36083.64,36083.64
13860,"Robinson Graves And Miller,",1,36082.31,36082.31
13861,Lewis-Scott,1,36081.34,36081.34
13862,Horton-Hines,1,36081.22,36081.22
13863,"Armstrong, Johnson And Dyer",1,36080.69,36080.69
13864,"Woodard, And Martin Baker",1,36080.33,36080.33
13865,Mckenzie-Thompson,1,36079.81,36079.81
13866,"Murphy Richards, Larson And",1,36079.0,36079.0
13867,Erickson And Sons,1,36078.39,36078.39
13868,"Hernandez And Martinez White,",1,36076.09,36076.09
13869,Mcclain Plc,1,36075.02,36075.02
13870,Kelly-Howard,2,36072.07,18036.04
13871,Perez-Turner,2,36072.06,18036.03
13872,Murray-Buckley,1,36068.08,36068.08
13873,"Snyder, Underwood Reed And",1,36067.7,36067.7
13874,Williams-Arnold,1,36066.04,36066.04
13875,"And Thomas Palmer Cooke,",1,36065.54,36065.54
13876,Stewart-Henderson,1,36063.72,36063.72
13877,Berg-Jones,1,36061.99,36061.99
13878,"Hernandez, And Kirby Soto",1,36059.52,36059.52
13879,Lang-Torres,1,36058.51,36058.51
13880,"And Banks Price, Chambers",1,36057.26,36057.26
13881,"And Grant Wilkins Alexander,",1,36054.54,36054.54
13882,Neal-Li,1,36051.42,36051.42
13883,"Nichols Whitehead, And Lewis",1,36050.11,36050.11
13884,"Jackson Parks, And Hickman",1,36047.17,36047.17
13885,"Perez, Huang And Austin",1,36045.37,36045.37
13886,"Duran Navarro Torres, And",1,36045.06,36045.06
13887,Williams-Rodgers,2,36044.93,18022.46
13888,"Rodriguez And Pitts Jordan,",1,36044.3,36044.3
13889,"Stevens Prince, And Schmitt",1,36043.45,36043.45
13890,"Wiley, Cantrell Logan And",1,36043.38,36043.38
13891,Dominguez-Walker,1,36042.59,36042.59
13892,Ltd Avery,1,36042.29,36042.29
13893,"Lamb Archer, Clayton And",1,36040.87,36040.87
13894,"Murphy Smith, And Thomas",1,36038.38,36038.38
13895,Chase-Vance,1,36036.16,36036.16
13896,Plc Mendez,2,36033.21,18016.6
13897,Williams-Young,1,36029.11,36029.11
13898,Garcia-Juarez,1,36028.86,36028.86
13899,"And Hammond, Davis Wright",1,36028.62,36028.62
13900,Matthews-Velasquez,1,36027.14,36027.14
13901,"Barrett, And Perry Bailey",1,36024.37,36024.37
13902,Thompson-Byrd,1,36023.53,36023.53
13903,Sparks-Taylor,1,36020.79,36020.79
13904,Morales-Williams,2,36018.02,18009.01
13905,Monroe Sons And,1,36017.78,36017.78
13906,"Ortiz Holmes, And Lane",1,36017.1,36017.1
13907,"Arnold Gill, And Johnson",1,36015.47,36015.47
13908,Miller-Cummings,1,36014.55,36014.55
13909,Jones-Miranda,1,36014.11,36014.11
13910,"And Crawford, Davis Riggs",1,36014.09,36014.09
13911,"And Matthews, Mcguire Williams",1,36013.27,36013.27
13912,Pittman-Osborne,1,36011.59,36011.59
13913,"Diaz And Thompson Evans,",1,36009.44,36009.44
13914,Cameron-Gillespie,1,36008.31,36008.31
13915,Garcia-Hanna,1,36002.15,36002.15
13916,"Clark And Cuevas, Davis",1,36000.7,36000.7
13917,Wilson-Walker,1,36000.44,36000.44
13918,"Spence Shea, Foster And",1,36000.19,36000.19
13919,Holt-Harris,1,35999.96,35999.96
13920,Holland-Dickerson,1,35999.73,35999.73
13921,Yates-Simpson,1,35998.67,35998.67
13922,Ltd Jordan,3,35996.88,11998.96
13923,Brown-Simpson,1,35992.19,35992.19
13924,"Page Silva Leach, And",1,35992.14,35992.14
13925,Cuevas-Estrada,1,35991.38,35991.38
13926,Schwartz-Pratt,1,35989.46,35989.46
13927,Peterson-Baker,1,35988.18,35988.18
13928,Nelson-Williams,1,35987.66,35987.66
13929,"Harris And Thomas Rice,",1,35987.52,35987.52
13930,"Perry Ross, And Nunez",1,35985.43,35985.43
13931,"And Barron, Norton Farmer",1,35984.93,35984.93
13932,"And Williams, Young Reid",1,35984.7,35984.7
13933,Ltd Roman,2,35982.91,17991.45
13934,Mcclain-King,1,35982.54,35982.54
13935,Hess Inc,1,35981.7,35981.7
13936,Brooks-Cardenas,1,35980.97,35980.97
13937,"And Stone Rogers, James",1,35979.7,35979.7
13938,"Howell, Swanson And Lewis",1,35978.9,35978.9
13939,"And Morris Smith Wall,",1,35977.58,35977.58
13940,Sloan-Williams,1,35974.36,35974.36
13941,"And Hall, Butler Mccall",1,35974.21,35974.21
13942,"And Bradley Stout, Ramirez",1,35972.84,35972.84
13943,Inc Dunn,1,35972.68,35972.68
13944,Ltd Castro,1,35971.13,35971.13
13945,Alexander-Brooks,1,35969.45,35969.45
13946,"Russell And Simmons Larson,",1,35968.88,35968.88
13947,Boyer-Jackson,1,35968.27,35968.27
13948,Montes-Lee,1,35966.87,35966.87
13949,"Conner Fitzgerald And Richardson,",1,35966.64,35966.64
13950,"Brown Andrews, And Cunningham",1,35965.91,35965.91
13951,"Sanders White, And Hutchinson",1,35963.34,35963.34
13952,Maldonado-Fisher,1,35959.22,35959.22
13953,Llc Franco,1,35958.14,35958.14
13954,Roach-Richards,1,35957.45,35957.45
13955,Tanner Group,1,35955.61,35955.61
13956,"Clark Pruitt, And Hoffman",1,35954.9,35954.9
13957,"Shaw, And Gordon Villa",1,35953.69,35953.69
13958,Brown-Rose,1,35953.68,35953.68
13959,Friedman Llc,1,35953.45,35953.45
13960,Trujillo-Snyder,1,35951.18,35951.18
13961,"Navarro Williams Christensen, And",1,35951.04,35951.04
13962,"Sullivan, And Howard Scott",1,35950.64,35950.64
13963,Plc Moyer,2,35949.94,17974.97
13964,Donaldson-Wilson,1,35949.13,35949.13
13965,"And Baker Jones, Wilson",1,35949.12,35949.12
13966,Hall-Patton,1,35947.32,35947.32
13967,Stone-Reese,1,35947.08,35947.08
13968,Anderson-Brown,1,35945.88,35945.88
13969,Moon-Yates,1,35944.21,35944.21
13970,"Santos Clark And Graham,",1,35943.76,35943.76
13971,Cox-Mathis,1,35942.97,35942.97
13972,Hines-Stewart,1,35941.63,35941.63
13973,"Smith Dorsey Guerra, And",1,35940.96,35940.96
13974,"Frey, Martin Huang And",1,35938.1,35938.1
13975,"Hubbard, Williams And Snow",1,35935.0,35935.0
13976,"Cook Miller, And Walker",1,35934.16,35934.16
13977,Brooks-Morgan,1,35933.46,35933.46
13978,White-Taylor,1,35932.63,35932.63
13979,Farley-Ball,1,35931.3,35931.3
13980,Sons Mcclure And,2,35931.26,17965.63
13981,Walton-Thompson,1,35930.38,35930.38
13982,"Boyer Hayes Hill, And",1,35927.19,35927.19
13983,Kennedy-Horton,1,35927.16,35927.16
13984,"Miller Cortez Nguyen, And",1,35925.73,35925.73
13985,"And Garcia Ferguson, Davis",1,35923.57,35923.57
13986,"Dean, And Smith Day",1,35922.23,35922.23
13987,Brewer-Jimenez,1,35919.81,35919.81
13988,Norton-Harper,1,35917.97,35917.97
13989,"And Richmond Burton, Navarro",1,35917.57,35917.57
13990,Rodriguez-Peterson,1,35917.26,35917.26
13991,Evans-Anderson,1,35917.04,35917.04
13992,Sanchez-Keller,1,35916.87,35916.87
13993,"Clarke And Reeves, Williams",1,35916.08,35916.08
13994,Harris-Hooper,1,35913.87,35913.87
13995,Anderson-Ellis,1,35913.28,35913.28
13996,Torres-King,1,35912.86,35912.86
13997,"Tyler Henry, And Massey",1,35911.26,35911.26
13998,"And Smith Bowman, Bartlett",1,35909.95,35909.95
13999,Burns-Bennett,1,35909.69,35909.69
14000,Garcia-Casey,1,35909.43,35909.43
14001,"And Hall Levy Williams,",1,35909.12,35909.12
14002,"Benitez, Gutierrez Schaefer And",1,35907.99,35907.99
14003,"Crawford, And Cummings Beasley",1,35907.65,35907.65
14004,"Henry, Cervantes And Garcia",1,35907.58,35907.58
14005,Ltd Griffin,3,35907.23,11969.08
14006,"Bailey, And Miller Moreno",1,35905.81,35905.81
14007,Sons And Clay,1,35905.74,35905.74
14008,"Bishop And Hunt Mccann,",1,35903.99,35903.99
14009,Johnson-Lee,2,35902.48,17951.24
14010,Crosby-Lopez,1,35902.37,35902.37
14011,Ferguson-Hicks,1,35901.69,35901.69
14012,Frazier-Rodriguez,1,35901.64,35901.64
14013,Garza-Scott,1,35901.4,35901.4
14014,"And Craig Smith, Jackson",1,35897.05,35897.05
14015,Smith-Berry,1,35895.08,35895.08
14016,"Hall, Cameron And Hernandez",1,35894.37,35894.37
14017,Vance-Santos,1,35890.9,35890.9
14018,Rodriguez-Spencer,1,35889.08,35889.08
14019,Christian-Murray,1,35888.42,35888.42
14020,Friedman-Curry,1,35884.97,35884.97
14021,"Manning And Johnston, Roberson",1,35884.63,35884.63
14022,"Thomas Dawson, And Adams",1,35882.89,35882.89
14023,"Chan Sanchez And Hodge,",1,35882.82,35882.82
14024,Gomez-Haynes,1,35882.52,35882.52
14025,Anderson-Hoover,1,35877.73,35877.73
14026,Jenkins-Garner,1,35877.36,35877.36
14027,"Solis And Johnson, Trujillo",1,35875.39,35875.39
14028,"Williamson Luna Nguyen, And",1,35872.16,35872.16
14029,"Vincent Williams Mendoza, And",1,35868.9,35868.9
14030,"Nguyen And Sanders, Griffin",1,35865.62,35865.62
14031,Baker-Combs,1,35865.59,35865.59
14032,"And Scott Ward, Davis",1,35864.63,35864.63
14033,Ibarra-Gomez,1,35863.8,35863.8
14034,"And Robbins, Baker Smith",1,35862.36,35862.36
14035,Llc Vazquez,1,35861.86,35861.86
14036,Plc Diaz,2,35860.97,17930.48
14037,"Mcneil, And Brooks Floyd",1,35860.16,35860.16
14038,"Brown Anthony And Matthews,",1,35856.85,35856.85
14039,Inc Mejia,1,35856.54,35856.54
14040,Russell-Mcfarland,1,35856.25,35856.25
14041,"Fowler Hall, Hobbs And",1,35855.58,35855.58
14042,Stafford-Bruce,1,35855.24,35855.24
14043,Martin-Yang,1,35852.47,35852.47
14044,Gonzales-Hernandez,1,35851.79,35851.79
14045,"And Leonard Graham Bryant,",1,35851.17,35851.17
14046,"Dixon Clark And Jimenez,",1,35850.44,35850.44
14047,"Flynn Barnett Kelly, And",1,35849.86,35849.86
14048,"Sharp Lopez Brown, And",1,35848.66,35848.66
14049,Taylor-Smith,1,35848.39,35848.39
14050,Daugherty-Small,1,35847.44,35847.44
14051,Mcdowell-Kent,1,35846.65,35846.65
14052,"Long Elliott Dickerson, And",1,35846.46,35846.46
14053,Willis-Williams,1,35846.22,35846.22
14054,Newman-Jackson,1,35845.83,35845.83
14055,"And Hill Rodgers Pearson,",1,35845.48,35845.48
14056,Hernandez-Carter,1,35845.32,35845.32
14057,Morales-Gonzalez,2,35845.14,17922.57
14058,"And Chang Serrano Quinn,",1,35844.59,35844.59
14059,Cummings-Sosa,1,35844.2,35844.2
14060,"And Howard Carter, Hart",1,35843.45,35843.45
14061,Hill-Wood,1,35843.37,35843.37
14062,"Lopez And Sheppard, Valencia",1,35842.88,35842.88
14063,Velasquez-Watson,1,35842.77,35842.77
14064,Group Guerra,1,35842.61,35842.61
14065,"And Franklin Martin Allen,",1,35841.51,35841.51
14066,"Fields, Walton And Bender",1,35841.5,35841.5
14067,Ltd Trujillo,1,35841.24,35841.24
14068,"Myers, Gilbert And Scott",1,35840.41,35840.41
14069,Group Vazquez,2,35838.04,17919.02
14070,Ltd Sellers,1,35836.09,35836.09
14071,"And Gordon, Nicholson Blair",1,35834.84,35834.84
14072,"Thompson Pratt, Williams And",1,35834.81,35834.81
14073,"Walker Ruiz, Clark And",1,35832.14,35832.14
14074,"Collins, And Lawson Lyons",1,35826.39,35826.39
14075,Williams-Williams,2,35824.75,17912.38
14076,"Glenn Kelly And Rodriguez,",1,35823.58,35823.58
14077,Perez-Walker,1,35822.5,35822.5
14078,And Sons Pope,1,35821.85,35821.85
14079,"Torres Lopez, Jacobs And",1,35821.16,35821.16
14080,Murphy-Orozco,1,35821.03,35821.03
14081,"And Cummings Rowe, Mathews",1,35819.24,35819.24
14082,Wong-Liu,1,35818.39,35818.39
14083,"Simmons, Sanders And Griffin",1,35818.18,35818.18
14084,"Johnson And Kim Lara,",1,35817.68,35817.68
14085,Fuller And Sons,2,35817.13,17908.56
14086,"White Braun, Graves And",1,35813.26,35813.26
14087,Sanford-Nelson,1,35813.07,35813.07
14088,Lloyd-Austin,1,35812.96,35812.96
14089,"Christensen And Parker Jones,",1,35811.15,35811.15
14090,"Bell Mills And Saunders,",1,35810.67,35810.67
14091,Wang-Barker,1,35810.1,35810.1
14092,Jarvis Inc,2,35805.75,17902.88
14093,Webster-Gilbert,1,35805.16,35805.16
14094,Roach Llc,1,35802.66,35802.66
14095,"Mitchell And Harris, Compton",1,35801.7,35801.7
14096,Bennett Sons And,2,35801.04,17900.52
14097,"And Carroll Campos, Johnson",1,35800.9,35800.9
14098,"And Beard, Sherman Vasquez",1,35799.42,35799.42
14099,"Miller And Huang Stevenson,",1,35798.51,35798.51
14100,Abbott-Rios,1,35798.35,35798.35
14101,"Willis Cabrera, And Orozco",1,35796.89,35796.89
14102,Plc Montgomery,1,35796.63,35796.63
14103,"And Trevino, Russell Johnson",1,35796.33,35796.33
14104,Diaz-Powers,1,35794.44,35794.44
14105,Jimenez-Bautista,1,35792.3,35792.3
14106,"And Edwards Brown Murphy,",1,35792.12,35792.12
14107,"Price, Neal And Mcpherson",1,35789.99,35789.99
14108,Briggs-Hernandez,1,35789.93,35789.93
14109,Holden Sons And,1,35788.84,35788.84
14110,"Hall, Moyer And Pierce",1,35788.62,35788.62
14111,"And Mccarthy Hernandez House,",1,35787.48,35787.48
14112,"Boone Barker And Paul,",1,35786.3,35786.3
14113,"Werner, Glenn Tucker And",1,35785.06,35785.06
14114,Heath-Wagner,1,35783.53,35783.53
14115,Reilly Sons And,1,35782.58,35782.58
14116,"Beltran, And Hodges Martinez",1,35781.56,35781.56
14117,Mueller-Martin,1,35781.07,35781.07
14118,Melendez-Williams,1,35778.78,35778.78
14119,Montoya-Smith,1,35778.5,35778.5
14120,"Ward, Patel And Allen",1,35777.09,35777.09
14121,"Clark Brown, And Myers",1,35776.82,35776.82
14122,"And Walsh, Floyd Owens",1,35776.64,35776.64
14123,Freeman-Young,1,35776.57,35776.57
14124,"Singleton Hill, Wilson And",1,35776.12,35776.12
14125,Haas Inc,1,35775.82,35775.82
14126,"Hicks And Lee Price,",1,35770.55,35770.55
14127,"Wilson, Payne And Rowe",1,35767.71,35767.71
14128,"And Chavez Sanders, Gomez",1,35766.94,35766.94
14129,"Gutierrez, Wilson And Waters",1,35765.14,35765.14
14130,Smith-Alexander,2,35763.69,17881.84
14131,Ingram Sons And,1,35763.15,35763.15
14132,Franco-Richardson,1,35763.12,35763.12
14133,Frederick Ltd,1,35758.98,35758.98
14134,Page-Gonzalez,1,35757.42,35757.42
14135,Sandoval-Sutton,1,35754.88,35754.88
14136,"Cardenas Harris Miller, And",1,35754.42,35754.42
14137,Morales-Briggs,1,35752.29,35752.29
14138,Parker-Foster,1,35751.86,35751.86
14139,Barnett-Adams,1,35750.39,35750.39
14140,"Simmons Estrada And Smith,",1,35750.1,35750.1
14141,Day-Kennedy,1,35748.74,35748.74
14142,Martin-Smith,1,35746.57,35746.57
14143,"Garza, Farley And Ford",1,35743.59,35743.59
14144,"Parker, Navarro Mcdonald And",1,35741.06,35741.06
14145,"Humphrey Mckee, Myers And",1,35737.57,35737.57
14146,Garcia-Patterson,1,35737.37,35737.37
14147,Rogers-Sanders,1,35736.97,35736.97
14148,Bowen-Lee,1,35736.23,35736.23
14149,Mann-Munoz,1,35735.41,35735.41
14150,"Ferguson And Benson, Cobb",1,35733.49,35733.49
14151,"Sanford Zimmerman, And Coleman",1,35731.08,35731.08
14152,Chen-Garrett,1,35726.3,35726.3
14153,Mckinney-Gardner,1,35722.31,35722.31
14154,"And Valencia Flores, Byrd",1,35722.02,35722.02
14155,"Berg George Wilcox, And",1,35721.9,35721.9
14156,Thomas-Manning,1,35721.54,35721.54
14157,And Sons Cisneros,1,35716.27,35716.27
14158,Walls-Hernandez,1,35715.04,35715.04
14159,Mason-Brown,1,35714.69,35714.69
14160,"Benjamin And Jennings Cunningham,",1,35712.61,35712.61
14161,Underwood-Guzman,1,35711.95,35711.95
14162,"Collins And Hamilton Vasquez,",1,35711.9,35711.9
14163,Barnes-Dillon,1,35707.68,35707.68
14164,Perry-Lynch,1,35704.43,35704.43
14165,Velez-Phillips,1,35704.04,35704.04
14166,"Adams And Everett Garza,",1,35702.64,35702.64
14167,Bell-Harris,1,35700.85,35700.85
14168,"Allen And Ho Wheeler,",1,35700.69,35700.69
14169,Sheppard-Patrick,1,35700.65,35700.65
14170,"And Soto Watts Fitzgerald,",1,35700.57,35700.57
14171,"Dawson Martin, Medina And",1,35695.57,35695.57
14172,"And Jimenez Jones, Yang",1,35694.98,35694.98
14173,Donovan-Walker,1,35694.72,35694.72
14174,"Bell, And Craig Brewer",1,35694.64,35694.64
14175,Roth-Benton,1,35693.38,35693.38
14176,Gardner-Scott,1,35688.11,35688.11
14177,"And Miller Velazquez Lambert,",1,35687.15,35687.15
14178,"Walker, And Barnett Alexander",1,35686.15,35686.15
14179,Davis-Davis,1,35685.3,35685.3
14180,Holloway-Smith,1,35683.14,35683.14
14181,"Mason, Powell Cantu And",1,35681.55,35681.55
14182,Nguyen-Bennett,1,35680.96,35680.96
14183,Faulkner-Brooks,1,35680.82,35680.82
14184,Johnson-Cantrell,1,35676.6,35676.6
14185,Washington-Stanley,1,35675.22,35675.22
14186,"Blake, And Dunn Garrett",1,35674.68,35674.68
14187,"And Smith Patton, Stone",1,35672.5,35672.5
14188,Frederick-Gallegos,1,35670.45,35670.45
14189,Simmons-Olson,1,35666.8,35666.8
14190,Key-Reilly,1,35666.65,35666.65
14191,Cole-Morgan,1,35664.69,35664.69
14192,Pierce-Ramsey,1,35664.05,35664.05
14193,"Barnett, Cunningham Bauer And",1,35662.88,35662.88
14194,Costa Llc,1,35662.2,35662.2
14195,Hill-Hill,1,35661.78,35661.78
14196,"Wilson, Thomas Smith And",1,35661.57,35661.57
14197,"Lewis, Garcia And Jones",1,35658.64,35658.64
14198,Simon-Gibson,1,35658.06,35658.06
14199,"Carr Medina, And Mills",1,35656.76,35656.76
14200,"Roberts, Delgado Johnson And",1,35656.14,35656.14
14201,Price-Fischer,1,35655.59,35655.59
14202,"Wheeler Gonzalez And Bowman,",1,35654.82,35654.82
14203,Larson-Garrett,1,35653.55,35653.55
14204,Martinez-Wright,2,35653.53,17826.76
14205,Gilmore-Graham,1,35650.04,35650.04
14206,Llc Wolf,1,35649.05,35649.05
14207,"Griffin Carney And Pruitt,",1,35649.01,35649.01
14208,"Newman Blair And Harvey,",1,35648.84,35648.84
14209,"And Walsh Bell Wong,",1,35648.72,35648.72
14210,Wong-Woods,1,35645.92,35645.92
14211,"Mccarthy, And Cooper Crawford",1,35645.13,35645.13
14212,"Leblanc, Cole Simon And",1,35644.82,35644.82
14213,Ltd Conner,1,35640.51,35640.51
14214,Arias-Allen,1,35636.38,35636.38
14215,"Cox Love, And Saunders",1,35635.2,35635.2
14216,"Harris And Chandler Brown,",1,35634.6,35634.6
14217,Avila Llc,1,35634.07,35634.07
14218,Meadows Group,1,35633.96,35633.96
14219,Robinson-Washington,1,35632.06,35632.06
14220,Banks-Wallace,1,35631.75,35631.75
14221,Hunter Llc,2,35629.91,17814.95
14222,Thomas-Nelson,1,35629.1,35629.1
14223,Gordon-Grant,1,35628.43,35628.43
14224,Mcclain-Larson,1,35628.23,35628.23
14225,Washington-Ball,1,35626.74,35626.74
14226,Morris-Rowe,1,35624.97,35624.97
14227,Roberts-Boyd,1,35624.82,35624.82
14228,Estrada-Armstrong,1,35624.7,35624.7
14229,Chambers Ltd,1,35622.28,35622.28
14230,"Fitzgerald, Michael And Estrada",1,35622.2,35622.2
14231,Mata-Miller,1,35617.88,35617.88
14232,Williams-Cruz,1,35617.81,35617.81
14233,Vance-Mendez,1,35615.65,35615.65
14234,Reynolds-Cruz,1,35611.39,35611.39
14235,"Ramirez And Hubbard, Carpenter",1,35608.87,35608.87
14236,Poole-Brown,1,35607.41,35607.41
14237,Parker-Lewis,1,35603.98,35603.98
14238,"Barnes, Rodriguez Anderson And",1,35603.67,35603.67
14239,Evans-Wells,1,35603.16,35603.16
14240,"And Sloan Torres, Lucas",1,35602.16,35602.16
14241,Williams-Lewis,2,35602.01,17801.0
14242,"Maldonado, Allen And Parrish",1,35600.14,35600.14
14243,"And Robinson Gray, Maldonado",1,35598.85,35598.85
14244,"Wallace, And Olson Jacobs",1,35597.9,35597.9
14245,Castro Inc,1,35596.14,35596.14
14246,"And Lewis Butler York,",1,35593.5,35593.5
14247,Huff-Graham,1,35592.96,35592.96
14248,Turner-Christian,1,35588.09,35588.09
14249,Gibson-Wallace,1,35587.68,35587.68
14250,Valdez-Ellis,1,35587.62,35587.62
14251,Hall-Flores,1,35587.21,35587.21
14252,Schmidt-Washington,1,35585.67,35585.67
14253,Gonzalez-Buckley,1,35582.34,35582.34
14254,"Allison, And Cruz Moore",1,35576.59,35576.59
14255,Martin-Abbott,1,35572.85,35572.85
14256,And Sons Morton,1,35571.42,35571.42
14257,"Williams And Miller Reed,",1,35571.09,35571.09
14258,Moore-Robbins,1,35570.08,35570.08
14259,"Sanchez Johnson, Gilbert And",1,35568.03,35568.03
14260,Mccoy Llc,1,35566.47,35566.47
14261,"Morse Rivera Hamilton, And",1,35564.17,35564.17
14262,"And Richardson Cobb Miller,",1,35562.48,35562.48
14263,Sons And Marshall,2,35561.83,17780.92
14264,"And Edwards Gallagher Johnson,",1,35561.03,35561.03
